LoanID,CustomerID,BranchID,Product,DisbursementDate,DisbursedAmount,OutstandingBalance,InterestRate,EMI,DelinquentDays,NPAFlag
L011267,C00455,B001,Auto Loan,2023-11-20 0:00:00,4097514,2727122,8.94,4080,31,No
L011268,C01108,B003,Business Loan,2025-11-10 0:00:00,5038656,4374797,15.32,9767,44,No
L011269,C01989,B005,Personal Loan,2024-07-12 0:00:00,3641942,3509220,17.19,40204,100,Yes
L011270,C01232,B003,Auto Loan,2025-02-18 0:00:00,5628946,1840379,12.44,89034,51,No
L011271,C00176,B001,Home Loan,2025-07-14 0:00:00,2140851,992401,7.08,64755,52,No
L011272,C00702,B008,Business Loan,2023-02-17 0:00:00,6713921,5347248,12.86,102744,127,Yes
L011273,C01329,B002,Business Loan,2024-11-30 0:00:00,4564710,1300343,10.2,48223,6,No
L011274,C02022,B008,Auto Loan,2025-05-14 0:00:00,7411434,6689001,16.2,33399,121,Yes
L011275,C02059,B002,Auto Loan,2024-02-12 0:00:00,4513946,3967535,13.01,59030,53,No
L011276,C00037,B004,Home Loan,2024-09-14 0:00:00,8611265,2353802,11.59,116942,68,No
L011277,C00112,B008,Auto Loan,2025-04-12 0:00:00,5062861,3603030,17.02,68048,46,No
L011278,C02348,B007,Business Loan,2024-07-06 0:00:00,542997,302844,15.35,110389,17,No
L011279,C01281,B002,Business Loan,2025-07-28 0:00:00,9325575,4048486,9.51,104769,115,Yes
L011280,C02661,B007,Home Loan,2025-06-26 0:00:00,1252549,1088930,16.39,104197,138,Yes
L011281,C02022,B005,Auto Loan,2023-03-22 0:00:00,6684520,3486044,9.9,115121,69,No
L011282,C00861,B006,Business Loan,2024-08-18 0:00:00,3728247,3099557,14.99,13837,125,Yes
L011283,C00922,B006,Business Loan,2025-10-17 0:00:00,2697353,2088816,12.22,51070,121,Yes
L011284,C02043,B007,Home Loan,2023-11-28 0:00:00,2284643,1340611,13.99,72798,96,Yes
L011285,C01059,B002,Auto Loan,2025-06-22 0:00:00,6687883,6256603,13.48,36717,50,No
L011286,C01073,B006,Home Loan,2024-07-04 0:00:00,4610400,3182922,14.48,110885,52,No
L011287,C00559,B007,Home Loan,2024-12-14 0:00:00,3432284,1455478,11.93,114534,123,Yes
L011288,C00571,B007,Personal Loan,2024-10-12 0:00:00,160582,85154,11,69194,101,Yes
L011289,C00647,B008,Business Loan,2023-12-31 0:00:00,4137952,1579189,15.23,25077,88,No
L011290,C02453,B002,Auto Loan,2023-09-24 0:00:00,5449330,4664199,17.1,80733,140,Yes
L011291,C01833,B007,Auto Loan,2025-09-30 0:00:00,8652717,5105984,8.29,118133,10,No
L011292,C00688,B006,Personal Loan,2025-03-07 0:00:00,7928750,4551909,14.89,42959,55,No
L011293,C01140,B006,Personal Loan,2025-02-07 0:00:00,5225268,4404561,16.9,75056,79,No
L011294,C00484,B007,Personal Loan,2024-02-27 0:00:00,5342632,3549724,7.38,9253,60,No
L011295,C02565,B002,Auto Loan,2025-07-21 0:00:00,4533556,3956039,7.05,98898,128,Yes
L011296,C01163,B002,Personal Loan,2023-08-26 0:00:00,801426,273861,14.64,56913,24,No
L011297,C01655,B003,Auto Loan,2024-06-07 0:00:00,1160770,845661,15.71,65482,143,Yes
L011298,C00493,B001,Home Loan,2023-01-22 0:00:00,9625529,8407494,11.39,4388,53,No
L011299,C01645,B003,Auto Loan,2024-08-25 0:00:00,3816224,1291444,9.45,93335,80,No
L011300,C01953,B007,Home Loan,2025-08-27 0:00:00,9769066,8346137,12.12,61118,2,No
L011301,C00196,B002,Business Loan,2025-06-11 0:00:00,5309244,3070393,16.28,103011,61,No
L011302,C02465,B003,Business Loan,2023-05-10 0:00:00,664438,392191,11.22,104791,132,Yes
L011303,C01315,B005,Business Loan,2023-02-15 0:00:00,5523946,2894546,17.97,55288,103,Yes
L011304,C01386,B008,Auto Loan,2024-09-29 0:00:00,2394821,2291651,14.4,93802,39,No
L011305,C02481,B007,Personal Loan,2023-11-04 0:00:00,1780613,868338,15.44,4188,107,Yes
L011306,C02958,B006,Business Loan,2023-05-15 0:00:00,1655661,353662,10.93,61649,61,No
L011307,C00324,B005,Business Loan,2023-05-06 0:00:00,2277510,858123,11.17,104696,70,No
L011308,C00111,B006,Personal Loan,2024-04-07 0:00:00,3282296,2594089,14.83,79115,34,No
L011309,C01152,B003,Personal Loan,2024-06-04 0:00:00,4285097,4062014,16.15,108362,121,Yes
L011310,C01357,B002,Auto Loan,2025-11-06 0:00:00,6441461,4135419,8.46,34224,69,No
L011311,C01098,B008,Auto Loan,2024-06-27 0:00:00,1067147,940475,15.45,20354,3,No
L011312,C00122,B002,Auto Loan,2025-06-02 0:00:00,2191760,1192028,16.07,70177,122,Yes
L011313,C00892,B002,Personal Loan,2024-08-10 0:00:00,5347578,4955362,7.83,58420,80,No
L011314,C01358,B008,Auto Loan,2024-02-23 0:00:00,926198,677681,12.28,57722,101,Yes
L011315,C01711,B007,Personal Loan,2025-07-05 0:00:00,4487930,1742271,16.74,21349,45,No
L011316,C01133,B001,Business Loan,2024-07-14 0:00:00,4975355,1605361,8,26392,18,No
L011317,C00229,B007,Auto Loan,2024-10-30 0:00:00,5259062,5155559,9.96,106659,80,No
L011318,C02219,B001,Personal Loan,2023-12-31 0:00:00,3107313,2064484,17.83,51293,131,Yes
L011319,C01930,B007,Home Loan,2023-02-16 0:00:00,3087215,2455515,15.6,114825,126,Yes
L011320,C01890,B007,Auto Loan,2023-01-25 0:00:00,8964986,8358711,13.09,92459,45,No
L011321,C01407,B002,Business Loan,2023-02-18 0:00:00,7793035,3861308,9.35,83750,97,Yes
L011322,C00854,B007,Home Loan,2024-06-30 0:00:00,8693101,7334231,16.16,88807,35,No
L011323,C01464,B003,Business Loan,2025-11-04 0:00:00,4689497,4305415,7.28,99552,107,Yes
L011324,C02706,B004,Home Loan,2024-03-05 0:00:00,6656259,1819481,7.69,81826,93,Yes
L011325,C02529,B001,Auto Loan,2024-11-26 0:00:00,5758598,3507761,15.61,85831,96,Yes
L011326,C01360,B001,Auto Loan,2024-06-01 0:00:00,8099045,7523532,11,77398,141,Yes
L011327,C01273,B003,Business Loan,2025-12-28 0:00:00,3630409,1506352,8.65,57321,39,No
L011328,C01500,B001,Business Loan,2024-03-09 0:00:00,2063969,1870823,9.45,84443,58,No
L011329,C00680,B008,Home Loan,2024-03-17 0:00:00,4698043,1482503,9.23,73202,61,No
L011330,C01138,B007,Business Loan,2023-05-23 0:00:00,5789377,2650416,17.71,93495,34,No
L011331,C00500,B004,Business Loan,2023-04-17 0:00:00,3994162,3701959,15.82,94735,52,No
L011332,C00557,B001,Business Loan,2025-10-14 0:00:00,7572461,4084649,10.3,68188,138,Yes
L011333,C02449,B004,Auto Loan,2023-04-14 0:00:00,205058,204043,7.94,38727,11,No
L011334,C01798,B007,Personal Loan,2023-05-18 0:00:00,5774832,1250966,15.15,22634,93,Yes
L011335,C00760,B006,Personal Loan,2023-09-03 0:00:00,3354421,2557315,7.38,74943,119,Yes
L011336,C01712,B006,Home Loan,2024-09-12 0:00:00,2871007,1076175,7.27,13625,2,No
L011337,C01958,B003,Business Loan,2024-01-14 0:00:00,7344784,3217730,15.17,52835,127,Yes
L011338,C00360,B001,Home Loan,2023-10-14 0:00:00,6912757,5161689,13.22,100023,64,No
L011339,C01936,B001,Home Loan,2023-12-13 0:00:00,1581253,631224,13.8,15818,107,Yes
L011340,C02549,B004,Personal Loan,2024-09-18 0:00:00,5877370,4606099,9.32,48381,127,Yes
L011341,C00292,B008,Home Loan,2023-06-26 0:00:00,575822,321441,15.12,39112,23,No
L011342,C00202,B008,Auto Loan,2023-02-03 0:00:00,4046214,3694849,9.93,86190,149,Yes
L011343,C00118,B001,Home Loan,2023-03-29 0:00:00,1299555,818170,8.87,106754,71,No
L011344,C02364,B002,Home Loan,2023-04-01 0:00:00,6027647,4656808,15.89,74928,93,Yes
L011345,C00277,B002,Business Loan,2024-01-05 0:00:00,8664921,8574238,16.69,74191,13,No
L011346,C01190,B001,Auto Loan,2025-05-28 0:00:00,1750100,723309,8.05,95700,120,Yes
L011347,C01807,B001,Auto Loan,2024-06-12 0:00:00,849561,659826,10.09,14344,64,No
L011348,C01961,B008,Home Loan,2023-06-23 0:00:00,9223445,2576700,15.86,49422,0,No
L011349,C01145,B003,Home Loan,2023-01-15 0:00:00,556141,151553,7.06,57280,140,Yes
L011350,C00855,B001,Auto Loan,2024-02-25 0:00:00,9983338,7046702,7.72,45891,140,Yes
L011351,C00628,B005,Personal Loan,2025-09-29 0:00:00,4922886,1940724,8.58,51925,18,No
L011352,C02461,B003,Personal Loan,2025-11-30 0:00:00,385005,89740,15.01,50677,42,No
L011353,C01811,B005,Personal Loan,2023-10-14 0:00:00,3066089,1013191,15.56,26879,116,Yes
L011354,C02546,B002,Personal Loan,2025-06-15 0:00:00,3143709,1942577,10.9,25740,64,No
L011355,C02169,B006,Home Loan,2025-04-25 0:00:00,4146602,2456824,15.76,55560,62,No
L011356,C01173,B005,Auto Loan,2024-12-23 0:00:00,801192,256903,15.89,30678,104,Yes
L011357,C02469,B003,Personal Loan,2024-01-27 0:00:00,1993340,1430738,17.54,41191,18,No
L011358,C00075,B004,Business Loan,2024-11-29 0:00:00,5852320,4410926,16.77,39268,143,Yes
L011359,C02986,B002,Personal Loan,2023-05-16 0:00:00,6191593,4968075,10.14,91317,22,No
L011360,C01972,B006,Auto Loan,2025-03-24 0:00:00,4654848,2671729,9.69,14638,144,Yes
L011361,C00869,B003,Home Loan,2024-12-18 0:00:00,2907117,2031542,12.49,90364,138,Yes
L011362,C01168,B003,Personal Loan,2024-10-10 0:00:00,9547369,6670867,12.1,33168,78,No
L011363,C00086,B002,Business Loan,2025-07-09 0:00:00,7699235,3663353,17.02,106212,27,No
L011364,C00068,B001,Personal Loan,2024-09-25 0:00:00,6529591,2898713,12.14,30805,62,No
L011365,C01525,B006,Home Loan,2024-03-30 0:00:00,9613731,2783317,7.19,80042,144,Yes
L011366,C02238,B008,Home Loan,2025-07-21 0:00:00,7101112,3936844,13.25,54225,80,No
L011367,C02256,B001,Personal Loan,2025-11-24 0:00:00,9328689,5091005,16.98,90669,104,Yes
L011368,C01988,B006,Business Loan,2024-09-10 0:00:00,2942928,2591521,16.59,57268,6,No
L011369,C02267,B005,Auto Loan,2025-03-08 0:00:00,5830655,4001810,16.5,37041,92,Yes
L011370,C02662,B004,Personal Loan,2023-10-26 0:00:00,7583563,4658901,17.78,8508,39,No
L011371,C00002,B002,Auto Loan,2023-03-19 0:00:00,9755934,4621897,9.96,60490,6,No
L011372,C02949,B001,Personal Loan,2025-12-07 0:00:00,232271,184451,9.64,102796,112,Yes
L011373,C00804,B005,Home Loan,2025-07-18 0:00:00,5956631,3325099,10.72,32590,101,Yes
L011374,C00611,B005,Business Loan,2024-10-05 0:00:00,3665469,2200004,9.68,78116,90,No
L011375,C00181,B001,Home Loan,2025-06-08 0:00:00,8611161,7348994,7.68,95556,48,No
L011376,C02921,B003,Business Loan,2025-05-14 0:00:00,2344432,656676,17.94,86755,148,Yes
L011377,C00294,B004,Personal Loan,2023-07-31 0:00:00,7709348,7180585,10.88,65360,40,No
L011378,C01306,B008,Home Loan,2025-12-22 0:00:00,6944147,6464740,15.73,92334,7,No
L011379,C01237,B001,Home Loan,2023-01-31 0:00:00,4163884,3986675,16.48,77313,132,Yes
L011380,C02570,B008,Home Loan,2024-01-04 0:00:00,1444980,962414,11.84,101820,35,No
L011381,C01784,B007,Auto Loan,2025-03-02 0:00:00,9224105,4606886,11.89,50488,129,Yes
L011382,C02465,B001,Personal Loan,2025-08-12 0:00:00,8650749,5867410,8.09,19482,114,Yes
L011383,C00446,B005,Home Loan,2023-07-01 0:00:00,2418395,949591,7.89,95959,83,No
L011384,C01480,B008,Home Loan,2023-08-09 0:00:00,6745755,6072783,10.02,82779,96,Yes
L011385,C02958,B002,Home Loan,2024-06-28 0:00:00,3179437,1876593,10.38,49858,136,Yes
L011386,C02417,B004,Home Loan,2024-02-06 0:00:00,8171725,2531469,11.61,14062,62,No
L011387,C02848,B001,Personal Loan,2023-05-03 0:00:00,5519610,2270794,7.79,102524,72,No
L011388,C01504,B006,Personal Loan,2025-06-06 0:00:00,215718,193849,13.48,118774,114,Yes
L011389,C00439,B007,Home Loan,2024-09-30 0:00:00,1237260,1144903,12.8,84789,120,Yes
L011390,C00127,B008,Home Loan,2024-03-04 0:00:00,7177856,3980419,17.78,72637,72,No
L011391,C01132,B005,Business Loan,2025-09-29 0:00:00,7360640,1805315,11.62,16630,16,No
L011392,C02655,B008,Home Loan,2025-10-29 0:00:00,7652934,7362872,12.26,7320,39,No
L011393,C00409,B005,Home Loan,2024-05-03 0:00:00,8403960,6406810,11.03,35349,81,No
L011394,C01556,B003,Business Loan,2023-07-21 0:00:00,6603136,2629690,16.18,107217,90,No
L011395,C01203,B007,Auto Loan,2023-09-17 0:00:00,7728603,1721311,11.71,94513,150,Yes
L011396,C01447,B007,Business Loan,2024-07-18 0:00:00,2777801,2283021,15.62,74465,65,No
L011397,C02534,B001,Auto Loan,2025-10-13 0:00:00,4087595,1944094,15.24,119129,18,No
L011398,C00508,B006,Home Loan,2025-10-12 0:00:00,1746483,1655887,14.74,7342,100,Yes
L011399,C00468,B003,Business Loan,2023-06-06 0:00:00,4219103,3002220,9.88,76746,60,No
L011400,C00690,B001,Business Loan,2023-03-08 0:00:00,7103689,2192702,13.1,76545,80,No
L011401,C02281,B002,Personal Loan,2025-12-11 0:00:00,8143043,6811000,11.02,13044,58,No
L011402,C02025,B005,Auto Loan,2024-09-09 0:00:00,3416519,2309512,14.51,38307,34,No
L011403,C02287,B004,Personal Loan,2025-10-06 0:00:00,1030878,315525,15.57,45334,48,No
L011404,C00564,B005,Business Loan,2023-08-22 0:00:00,6327092,2471002,13.08,118843,147,Yes
L011405,C00758,B001,Personal Loan,2023-09-28 0:00:00,5003205,1434564,14.3,93108,36,No
L011406,C02044,B007,Auto Loan,2025-01-27 0:00:00,1630373,470155,14.28,73599,107,Yes
L011407,C01924,B003,Personal Loan,2024-12-01 0:00:00,4556980,3822539,12.29,45753,141,Yes
L011408,C00342,B007,Auto Loan,2025-07-04 0:00:00,9028011,7261228,15.38,95865,133,Yes
L011409,C02846,B001,Home Loan,2025-07-25 0:00:00,4518904,2546926,16.63,112302,9,No
L011410,C02137,B003,Personal Loan,2025-11-22 0:00:00,8316659,5443772,17.39,22821,127,Yes
L011411,C02850,B005,Auto Loan,2025-05-01 0:00:00,1523293,823756,14.35,49904,83,No
L011412,C00562,B007,Personal Loan,2025-08-09 0:00:00,6995804,6318974,7.75,108386,122,Yes
L011413,C01069,B005,Auto Loan,2023-12-25 0:00:00,496304,387481,15.32,10458,132,Yes
L011414,C02580,B005,Auto Loan,2025-05-06 0:00:00,7981134,2950628,7.02,43732,117,Yes
L011415,C00973,B002,Home Loan,2023-11-18 0:00:00,5890627,3085361,11.11,72307,140,Yes
L011416,C01496,B001,Business Loan,2025-01-19 0:00:00,6517429,1522523,7.96,23650,89,No
L011417,C02218,B007,Home Loan,2025-01-15 0:00:00,4945910,1942732,12.71,80042,127,Yes
L011418,C01245,B005,Business Loan,2025-02-04 0:00:00,237623,220339,8.58,67220,85,No
L011419,C00541,B007,Auto Loan,2024-01-14 0:00:00,5329453,3797958,15.89,92504,38,No
L011420,C02489,B004,Business Loan,2023-08-23 0:00:00,4060417,1521965,10.8,39719,100,Yes
L011421,C00401,B004,Business Loan,2025-08-04 0:00:00,3489041,1388290,16.59,93397,89,No
L011422,C01479,B004,Auto Loan,2025-12-19 0:00:00,9799786,6597726,16.25,112510,95,Yes
L011423,C02567,B007,Auto Loan,2023-02-26 0:00:00,8816471,7129385,11.2,53272,38,No
L011424,C01195,B005,Auto Loan,2024-11-11 0:00:00,1967348,1034785,8.72,62966,122,Yes
L011425,C00065,B002,Home Loan,2024-08-09 0:00:00,3024186,622660,16.01,20877,140,Yes
L011426,C01821,B001,Personal Loan,2024-10-19 0:00:00,5346241,3984432,16.65,119714,119,Yes
L011427,C00838,B002,Auto Loan,2023-05-19 0:00:00,2881205,761346,8.42,45763,70,No
L011428,C02583,B001,Business Loan,2023-03-04 0:00:00,5486323,2909493,9.49,11845,46,No
L011429,C02111,B003,Auto Loan,2025-02-08 0:00:00,4355173,4304192,11.22,59078,44,No
L011430,C02646,B007,Business Loan,2025-07-17 0:00:00,3197644,2030953,17.9,117327,57,No
L011431,C01257,B002,Auto Loan,2024-08-24 0:00:00,2329043,1539530,11.63,45669,127,Yes
L011432,C02099,B003,Auto Loan,2024-10-24 0:00:00,4879486,4381284,14.73,75057,124,Yes
L011433,C01174,B001,Personal Loan,2024-02-09 0:00:00,1410890,1236842,17.71,44392,12,No
L011434,C00976,B004,Personal Loan,2023-02-28 0:00:00,9875955,6633640,7.04,90080,77,No
L011435,C00724,B001,Business Loan,2025-12-01 0:00:00,2962716,2703779,9.79,119943,27,No
L011436,C00050,B004,Business Loan,2023-06-28 0:00:00,978885,814316,9.31,89175,12,No
L011437,C02144,B005,Personal Loan,2023-10-09 0:00:00,8032731,3120897,15.87,24752,150,Yes
L011438,C02492,B007,Business Loan,2023-11-29 0:00:00,4490497,3565302,8.03,74537,108,Yes
L011439,C01005,B005,Home Loan,2025-10-12 0:00:00,8383032,8255061,14.29,118748,52,No
L011440,C01997,B006,Home Loan,2025-10-22 0:00:00,6389247,5420066,15.99,16732,117,Yes
L011441,C01134,B005,Home Loan,2023-09-02 0:00:00,817763,701544,14.74,44752,81,No
L011442,C02028,B001,Auto Loan,2023-01-22 0:00:00,1606745,549060,7.72,16425,60,No
L011443,C01951,B004,Business Loan,2024-10-25 0:00:00,2677395,1343509,15.14,114658,134,Yes
L011444,C01389,B003,Home Loan,2025-02-23 0:00:00,1417149,474223,13.32,119652,78,No
L011445,C01712,B006,Auto Loan,2023-10-18 0:00:00,3510794,3072186,9.55,19190,24,No
L011446,C01750,B008,Auto Loan,2025-07-22 0:00:00,2032357,597684,13.31,22902,128,Yes
L011447,C00884,B002,Home Loan,2025-04-15 0:00:00,1899740,495647,8.67,7080,44,No
L011448,C00346,B008,Home Loan,2025-09-28 0:00:00,6811578,1906979,11.45,52014,11,No
L011449,C00110,B002,Business Loan,2023-09-06 0:00:00,7974190,1623906,10.33,77833,6,No
L011450,C00478,B003,Home Loan,2023-05-16 0:00:00,7038427,6344477,9.96,29275,89,No
L011451,C02515,B003,Personal Loan,2023-06-10 0:00:00,2017791,1687857,11.14,43242,76,No
L011452,C02160,B004,Auto Loan,2023-09-16 0:00:00,8148616,1983700,15.8,42321,109,Yes
L011453,C02510,B002,Home Loan,2023-05-12 0:00:00,1769954,1176585,9.01,86969,73,No
L011454,C02284,B003,Business Loan,2024-12-12 0:00:00,6043497,4952815,17.68,71149,6,No
L011455,C00982,B005,Business Loan,2023-01-21 0:00:00,5432416,5330974,14.04,3071,106,Yes
L011456,C02218,B007,Business Loan,2023-12-23 0:00:00,7071675,4517098,8.63,114232,82,No
L011457,C00017,B001,Auto Loan,2024-02-23 0:00:00,7620412,2763044,8.14,69473,33,No
L011458,C01080,B001,Auto Loan,2024-06-20 0:00:00,2960005,2240441,7.71,32300,15,No
L011459,C02174,B007,Personal Loan,2025-11-28 0:00:00,6885030,6524008,7.77,39090,72,No
L011460,C01826,B008,Business Loan,2025-10-17 0:00:00,7390119,7082185,7.37,90055,11,No
L011461,C00443,B003,Home Loan,2025-06-16 0:00:00,595469,553406,15.26,116430,51,No
L011462,C00814,B006,Business Loan,2023-01-10 0:00:00,6280466,5213218,9.58,92093,122,Yes
L011463,C02849,B003,Personal Loan,2025-12-06 0:00:00,4940847,4854542,17.23,105872,45,No
L011464,C01824,B007,Auto Loan,2025-02-05 0:00:00,7627771,1968473,15.06,112238,3,No
L011465,C02545,B006,Business Loan,2024-12-19 0:00:00,2676208,1171351,7.74,100574,8,No
L011466,C02733,B006,Home Loan,2025-09-29 0:00:00,1564810,595787,9.57,49839,109,Yes
L011467,C00780,B002,Home Loan,2024-03-21 0:00:00,9551601,7328948,12.82,113182,102,Yes
L011468,C02435,B004,Auto Loan,2023-02-03 0:00:00,4031968,3536160,11.68,83058,43,No
L011469,C02642,B005,Home Loan,2025-04-04 0:00:00,1128007,704112,15.77,118965,108,Yes
L011470,C02668,B007,Auto Loan,2025-06-16 0:00:00,5609221,3030559,9.41,107649,30,No
L011471,C02480,B007,Business Loan,2024-05-16 0:00:00,4018382,1025742,15.21,119315,30,No
L011472,C02017,B002,Personal Loan,2023-11-13 0:00:00,4301942,1252753,7.24,105076,135,Yes
L011473,C01393,B005,Home Loan,2023-08-17 0:00:00,3261817,2783568,9.81,47508,52,No
L011474,C01531,B001,Home Loan,2025-10-26 0:00:00,6929003,3633806,14.6,80574,79,No
L011475,C02594,B002,Home Loan,2025-04-17 0:00:00,208967,85401,11.66,83872,111,Yes
L011476,C01670,B003,Business Loan,2025-09-19 0:00:00,2426970,2402514,12.99,119587,64,No
L011477,C01584,B003,Business Loan,2023-01-28 0:00:00,1027394,462807,13.58,46834,38,No
L011478,C01632,B002,Auto Loan,2025-09-18 0:00:00,5335378,2197602,17.81,53294,95,Yes
L011479,C02737,B004,Auto Loan,2023-04-23 0:00:00,424659,326602,9.82,53365,4,No
L011480,C01404,B002,Business Loan,2023-01-06 0:00:00,8140565,2164902,12.48,85506,99,Yes
L011481,C00368,B008,Business Loan,2023-03-30 0:00:00,1233793,851838,14.25,39304,52,No
L011482,C02048,B003,Auto Loan,2025-11-02 0:00:00,6667256,5731580,8.38,21855,80,No
L011483,C02531,B004,Home Loan,2023-08-11 0:00:00,2943232,1001522,7.82,26369,116,Yes
L011484,C02398,B002,Business Loan,2025-07-18 0:00:00,9056684,5013309,7.31,24056,65,No
L011485,C02068,B005,Personal Loan,2023-05-02 0:00:00,1366585,646077,11.64,119359,28,No
L011486,C00620,B007,Home Loan,2024-02-23 0:00:00,195906,82359,15.03,81455,148,Yes
L011487,C02548,B008,Business Loan,2025-08-27 0:00:00,4238383,4222593,14.64,118330,47,No
L011488,C02132,B005,Home Loan,2023-05-06 0:00:00,2643861,2628842,15.17,102848,66,No
L011489,C02466,B006,Home Loan,2023-02-02 0:00:00,7986503,6340775,15.81,96530,7,No
L011490,C00849,B006,Business Loan,2023-06-05 0:00:00,5200060,4742520,14.11,104743,71,No
L011491,C02187,B005,Business Loan,2024-03-18 0:00:00,6590410,3106952,14.58,55067,67,No
L011492,C00160,B006,Personal Loan,2024-05-04 0:00:00,9570526,7197988,12.38,78790,84,No
L011493,C00569,B003,Personal Loan,2023-12-20 0:00:00,7679871,1608593,13.82,107816,6,No
L011494,C00205,B002,Auto Loan,2024-08-06 0:00:00,2731198,1620772,14.03,87310,81,No
L011495,C02601,B001,Personal Loan,2025-02-18 0:00:00,8439917,3693299,13.72,44906,114,Yes
L011496,C01837,B003,Auto Loan,2025-07-07 0:00:00,2456599,643227,14.21,8091,39,No
L011497,C00916,B006,Auto Loan,2023-02-13 0:00:00,5193509,4493986,11.94,16594,56,No
L011498,C00262,B003,Personal Loan,2025-04-14 0:00:00,4432142,1523024,17.52,96741,145,Yes
L011499,C01191,B001,Personal Loan,2025-09-08 0:00:00,7544992,4111278,13.1,46319,143,Yes
L011500,C01852,B001,Personal Loan,2023-10-02 0:00:00,411697,363880,15.33,74505,83,No
L011501,C02227,B006,Auto Loan,2025-04-30 0:00:00,6019128,5836704,17.74,33309,32,No
L011502,C00427,B008,Business Loan,2023-10-25 0:00:00,2111151,541614,16.8,32806,68,No
L011503,C02312,B004,Business Loan,2025-07-03 0:00:00,4031030,2894959,11.34,86711,112,Yes
L011504,C00050,B008,Personal Loan,2023-12-27 0:00:00,1000159,221041,9.41,80166,63,No
L011505,C01838,B007,Business Loan,2023-10-03 0:00:00,2370019,580486,15,27592,16,No
L011506,C02235,B007,Home Loan,2025-07-20 0:00:00,1689123,1169266,9.27,51614,37,No
L011507,C00325,B008,Home Loan,2025-06-29 0:00:00,5959099,3795586,16.6,39967,31,No
L011508,C00304,B008,Business Loan,2024-05-18 0:00:00,5326197,3601981,17.54,12798,12,No
L011509,C02009,B002,Personal Loan,2023-09-24 0:00:00,5948714,2469916,10.4,93426,25,No
L011510,C00204,B003,Business Loan,2024-12-12 0:00:00,6051823,4493174,9.87,33475,0,No
L011511,C02881,B007,Personal Loan,2025-08-04 0:00:00,5763417,3103109,14.07,83802,57,No
L011512,C02225,B004,Business Loan,2024-04-06 0:00:00,1966153,1871901,7.91,17815,57,No
L011513,C01769,B001,Auto Loan,2023-08-03 0:00:00,2391804,1848243,11.45,60469,117,Yes
L011514,C00297,B008,Home Loan,2023-08-26 0:00:00,9721786,2271800,12.18,62360,67,No
L011515,C00999,B004,Auto Loan,2024-03-07 0:00:00,6582834,3411663,16,39783,79,No
L011516,C01297,B004,Home Loan,2024-04-22 0:00:00,7333716,7070273,9.96,28568,126,Yes
L011517,C02227,B001,Personal Loan,2023-08-08 0:00:00,5994598,5720862,11.94,115724,142,Yes
L011518,C02693,B006,Home Loan,2024-04-19 0:00:00,2863433,2370510,8.71,88056,139,Yes
L011519,C00907,B005,Business Loan,2023-12-12 0:00:00,6505476,5648363,10.81,78730,46,No
L011520,C01257,B002,Auto Loan,2023-03-11 0:00:00,5604044,5144420,17.91,61264,89,No
L011521,C01358,B002,Business Loan,2023-04-04 0:00:00,3665032,2327541,8.63,112556,91,Yes
L011522,C00619,B007,Auto Loan,2025-07-05 0:00:00,9729832,9097208,16.46,96689,99,Yes
L011523,C00278,B003,Home Loan,2025-12-04 0:00:00,8137880,3279475,10.23,47071,93,Yes
L011524,C02049,B007,Business Loan,2023-05-10 0:00:00,7464597,6605130,16.06,64134,103,Yes
L011525,C00505,B001,Business Loan,2023-01-02 0:00:00,5715467,3164135,9,39191,148,Yes
L011526,C02158,B006,Home Loan,2023-02-26 0:00:00,7559465,3463623,17.1,96304,73,No
L011527,C02025,B004,Personal Loan,2023-04-29 0:00:00,2169706,1613258,8.82,119120,75,No
L011528,C01992,B003,Business Loan,2023-09-15 0:00:00,5582349,3194908,16.98,33576,54,No
L011529,C01541,B006,Business Loan,2025-04-10 0:00:00,8130151,2794536,12.37,63265,133,Yes
L011530,C01787,B005,Auto Loan,2025-06-16 0:00:00,1487954,630362,17.52,88356,53,No
L011531,C02540,B002,Personal Loan,2025-12-29 0:00:00,432853,146320,8.97,102349,53,No
L011532,C02020,B004,Auto Loan,2023-10-25 0:00:00,6823623,4506640,17.85,7098,30,No
L011533,C01897,B008,Business Loan,2024-03-25 0:00:00,3200519,2018606,17.14,72293,51,No
L011534,C00869,B008,Auto Loan,2023-05-16 0:00:00,7623865,5005734,7.31,23802,72,No
L011535,C02006,B003,Home Loan,2024-12-25 0:00:00,9390150,7998026,8.68,45537,25,No
L011536,C00587,B007,Personal Loan,2025-06-02 0:00:00,133632,128770,11.89,76516,115,Yes
L011537,C01501,B001,Auto Loan,2024-11-04 0:00:00,4630352,2611656,17.92,107326,86,No
L011538,C02221,B001,Personal Loan,2025-08-10 0:00:00,7868868,3536802,8.1,86137,111,Yes
L011539,C02845,B006,Auto Loan,2023-11-01 0:00:00,5257997,4269998,8.15,107907,147,Yes
L011540,C00728,B002,Home Loan,2025-06-24 0:00:00,2428205,989122,10.99,40933,67,No
L011541,C02706,B003,Auto Loan,2023-11-01 0:00:00,8429625,7165104,14.34,62036,6,No
L011542,C02282,B002,Auto Loan,2025-08-07 0:00:00,7099649,6792500,16.12,11425,134,Yes
L011543,C01728,B005,Auto Loan,2023-07-27 0:00:00,3650548,2661315,9.86,111225,83,No
L011544,C02220,B005,Auto Loan,2024-08-15 0:00:00,1650767,904494,15.63,3165,147,Yes
