CustomerID,CustomerName,AgeGroup,Gender,Occupation,IncomeBand,RiskScore
C01489,Customer 1489,36-50,Male,Business,5L-10L,695
C01490,Customer 1490,26-35,Female,Business,5L-10L,669
C01491,Customer 1491,50+,Female,Salaried,<5L,654
C01492,Customer 1492,18-25,Male,Professional,10L-20L,353
C01493,Customer 1493,26-35,Male,Retired,>20L,808
C01494,Customer 1494,50+,Male,Professional,5L-10L,344
C01495,Customer 1495,50+,Male,Professional,5L-10L,814
C01496,Customer 1496,50+,Male,Salaried,>20L,475
C01497,Customer 1497,36-50,Male,Professional,10L-20L,701
C01498,Customer 1498,36-50,Male,Salaried,>20L,411
C01499,Customer 1499,36-50,Male,Salaried,10L-20L,850
C01500,Customer 1500,36-50,Male,Salaried,5L-10L,894
C01501,Customer 1501,50+,Male,Business,>20L,440
C01502,Customer 1502,36-50,Female,Business,<5L,785
C01503,Customer 1503,18-25,Female,Salaried,>20L,387
C01504,Customer 1504,36-50,Female,Retired,10L-20L,430
C01505,Customer 1505,50+,Male,Retired,10L-20L,809
C01506,Customer 1506,50+,Male,Salaried,>20L,830
C01507,Customer 1507,26-35,Female,Business,<5L,723
C01508,Customer 1508,26-35,Female,Retired,<5L,612
C01509,Customer 1509,50+,Male,Business,5L-10L,513
C01510,Customer 1510,36-50,Female,Retired,5L-10L,588
C01511,Customer 1511,50+,Female,Professional,>20L,719
C01512,Customer 1512,26-35,Male,Business,10L-20L,662
C01513,Customer 1513,36-50,Female,Retired,>20L,733
C01514,Customer 1514,36-50,Male,Retired,>20L,660
C01515,Customer 1515,36-50,Male,Professional,>20L,529
C01516,Customer 1516,18-25,Female,Retired,10L-20L,721
C01517,Customer 1517,50+,Male,Retired,5L-10L,427
C01518,Customer 1518,50+,Female,Retired,<5L,885
C01519,Customer 1519,50+,Female,Retired,10L-20L,393
C01520,Customer 1520,26-35,Female,Business,>20L,411
C01521,Customer 1521,50+,Male,Business,10L-20L,631
C01522,Customer 1522,50+,Female,Business,5L-10L,763
C01523,Customer 1523,50+,Male,Salaried,>20L,822
C01524,Customer 1524,26-35,Male,Retired,>20L,456
C01525,Customer 1525,26-35,Female,Retired,>20L,690
C01526,Customer 1526,36-50,Female,Retired,10L-20L,719
C01527,Customer 1527,36-50,Male,Business,<5L,582
C01528,Customer 1528,36-50,Female,Business,>20L,531
C01529,Customer 1529,36-50,Female,Salaried,<5L,526
C01530,Customer 1530,18-25,Male,Salaried,<5L,686
C01531,Customer 1531,18-25,Male,Business,<5L,579
C01532,Customer 1532,50+,Male,Retired,10L-20L,539
C01533,Customer 1533,26-35,Female,Professional,5L-10L,718
C01534,Customer 1534,36-50,Male,Professional,10L-20L,700
C01535,Customer 1535,36-50,Female,Retired,>20L,424
C01536,Customer 1536,26-35,Female,Retired,>20L,402
C01537,Customer 1537,36-50,Male,Retired,5L-10L,637
C01538,Customer 1538,36-50,Female,Business,>20L,415
C01539,Customer 1539,50+,Male,Retired,5L-10L,391
C01540,Customer 1540,18-25,Female,Professional,<5L,736
C01541,Customer 1541,36-50,Male,Professional,>20L,756
C01542,Customer 1542,36-50,Male,Business,5L-10L,614
C01543,Customer 1543,50+,Male,Professional,>20L,437
C01544,Customer 1544,18-25,Male,Retired,5L-10L,543
C01545,Customer 1545,36-50,Female,Professional,>20L,834
C01546,Customer 1546,18-25,Female,Business,>20L,318
C01547,Customer 1547,36-50,Male,Business,>20L,649
C01548,Customer 1548,18-25,Female,Business,5L-10L,434
C01549,Customer 1549,26-35,Male,Retired,<5L,837
C01550,Customer 1550,26-35,Male,Business,>20L,536
C01551,Customer 1551,18-25,Female,Business,>20L,503
C01552,Customer 1552,18-25,Female,Retired,>20L,460
C01553,Customer 1553,36-50,Female,Retired,5L-10L,596
C01554,Customer 1554,36-50,Female,Salaried,>20L,633
C01555,Customer 1555,18-25,Male,Professional,<5L,436
C01556,Customer 1556,50+,Female,Professional,5L-10L,782
C01557,Customer 1557,26-35,Female,Business,>20L,431
C01558,Customer 1558,36-50,Female,Retired,<5L,728
C01559,Customer 1559,26-35,Male,Retired,5L-10L,642
C01560,Customer 1560,50+,Male,Professional,5L-10L,462
C01561,Customer 1561,36-50,Male,Professional,10L-20L,546
C01562,Customer 1562,50+,Male,Business,10L-20L,678
C01563,Customer 1563,18-25,Male,Business,10L-20L,366
C01564,Customer 1564,50+,Male,Business,<5L,748
C01565,Customer 1565,18-25,Male,Professional,>20L,819
C01566,Customer 1566,26-35,Female,Retired,<5L,671
C01567,Customer 1567,18-25,Male,Professional,<5L,324
C01568,Customer 1568,18-25,Female,Retired,10L-20L,553
C01569,Customer 1569,36-50,Female,Salaried,>20L,871
C01570,Customer 1570,26-35,Female,Professional,<5L,787
C01571,Customer 1571,36-50,Male,Business,<5L,675
C01572,Customer 1572,26-35,Male,Retired,5L-10L,708
C01573,Customer 1573,18-25,Male,Retired,>20L,300
C01574,Customer 1574,18-25,Male,Professional,5L-10L,836
C01575,Customer 1575,26-35,Male,Professional,>20L,473
C01576,Customer 1576,50+,Male,Retired,5L-10L,666
C01577,Customer 1577,18-25,Male,Business,<5L,773
C01578,Customer 1578,18-25,Male,Retired,10L-20L,424
C01579,Customer 1579,50+,Female,Retired,10L-20L,361
C01580,Customer 1580,50+,Female,Retired,10L-20L,521
C01581,Customer 1581,18-25,Female,Professional,5L-10L,737
C01582,Customer 1582,50+,Female,Professional,5L-10L,778
C01583,Customer 1583,36-50,Female,Business,5L-10L,543
C01584,Customer 1584,26-35,Female,Salaried,5L-10L,651
C01585,Customer 1585,50+,Male,Retired,5L-10L,767
C01586,Customer 1586,50+,Female,Professional,10L-20L,682
C01587,Customer 1587,18-25,Female,Professional,5L-10L,575
C01588,Customer 1588,50+,Female,Business,10L-20L,702
C01589,Customer 1589,50+,Female,Business,>20L,481
C01590,Customer 1590,18-25,Male,Business,5L-10L,323
C01591,Customer 1591,50+,Female,Retired,5L-10L,476
C01592,Customer 1592,50+,Female,Professional,>20L,315
C01593,Customer 1593,36-50,Female,Professional,>20L,597
C01594,Customer 1594,50+,Male,Retired,10L-20L,611
C01595,Customer 1595,26-35,Female,Professional,>20L,567
C01596,Customer 1596,36-50,Male,Salaried,10L-20L,701
C01597,Customer 1597,26-35,Male,Professional,5L-10L,674
C01598,Customer 1598,50+,Male,Business,5L-10L,370
C01599,Customer 1599,26-35,Female,Retired,10L-20L,498
C01600,Customer 1600,26-35,Male,Business,<5L,679
C01601,Customer 1601,50+,Female,Business,10L-20L,733
C01602,Customer 1602,50+,Female,Retired,>20L,456
C01603,Customer 1603,50+,Male,Salaried,5L-10L,341
C01604,Customer 1604,36-50,Female,Business,5L-10L,518
C01605,Customer 1605,26-35,Male,Retired,10L-20L,387
C01606,Customer 1606,26-35,Female,Professional,>20L,664
C01607,Customer 1607,26-35,Male,Salaried,>20L,583
C01608,Customer 1608,36-50,Female,Salaried,10L-20L,392
C01609,Customer 1609,50+,Male,Retired,10L-20L,583
C01610,Customer 1610,36-50,Male,Salaried,<5L,859
C01611,Customer 1611,50+,Female,Professional,>20L,406
C01612,Customer 1612,26-35,Female,Salaried,<5L,591
C01613,Customer 1613,26-35,Male,Professional,5L-10L,489
C01614,Customer 1614,50+,Female,Retired,5L-10L,792
C01615,Customer 1615,50+,Female,Professional,5L-10L,719
C01616,Customer 1616,18-25,Male,Professional,<5L,391
C01617,Customer 1617,26-35,Male,Business,>20L,317
C01618,Customer 1618,26-35,Male,Business,<5L,618
C01619,Customer 1619,50+,Male,Salaried,<5L,332
C01620,Customer 1620,26-35,Male,Business,<5L,440
C01621,Customer 1621,18-25,Female,Business,5L-10L,591
C01622,Customer 1622,50+,Male,Professional,>20L,560
C01623,Customer 1623,18-25,Female,Salaried,5L-10L,692
C01624,Customer 1624,36-50,Female,Business,10L-20L,435
C01625,Customer 1625,36-50,Female,Retired,<5L,616
C01626,Customer 1626,18-25,Male,Professional,5L-10L,451
C01627,Customer 1627,18-25,Male,Salaried,10L-20L,754
C01628,Customer 1628,26-35,Male,Business,5L-10L,581
C01629,Customer 1629,26-35,Male,Retired,10L-20L,496
C01630,Customer 1630,50+,Female,Professional,<5L,413
C01631,Customer 1631,18-25,Female,Retired,5L-10L,355
C01632,Customer 1632,36-50,Female,Salaried,5L-10L,369
C01633,Customer 1633,26-35,Female,Professional,5L-10L,791
C01634,Customer 1634,50+,Male,Salaried,10L-20L,494
C01635,Customer 1635,18-25,Female,Retired,>20L,864
C01636,Customer 1636,36-50,Female,Professional,<5L,618
C01637,Customer 1637,36-50,Male,Salaried,10L-20L,428
C01638,Customer 1638,36-50,Female,Salaried,5L-10L,317
C01639,Customer 1639,36-50,Female,Retired,10L-20L,881
C01640,Customer 1640,18-25,Female,Salaried,5L-10L,340
C01641,Customer 1641,50+,Male,Salaried,<5L,622
C01642,Customer 1642,50+,Male,Professional,10L-20L,450
C01643,Customer 1643,26-35,Male,Professional,>20L,597
C01644,Customer 1644,50+,Male,Business,5L-10L,554
C01645,Customer 1645,50+,Male,Professional,10L-20L,613
C01646,Customer 1646,50+,Male,Business,5L-10L,453
C01647,Customer 1647,18-25,Female,Professional,<5L,626
C01648,Customer 1648,50+,Male,Retired,>20L,823
C01649,Customer 1649,26-35,Male,Retired,10L-20L,656
C01650,Customer 1650,18-25,Male,Salaried,<5L,327
C01651,Customer 1651,18-25,Male,Business,10L-20L,760
C01652,Customer 1652,36-50,Female,Salaried,10L-20L,865
C01653,Customer 1653,36-50,Male,Salaried,5L-10L,480
C01654,Customer 1654,36-50,Female,Salaried,>20L,698
C01655,Customer 1655,26-35,Male,Professional,5L-10L,575
C01656,Customer 1656,50+,Female,Business,<5L,335
C01657,Customer 1657,26-35,Male,Salaried,10L-20L,883
C01658,Customer 1658,26-35,Male,Professional,10L-20L,518
C01659,Customer 1659,18-25,Male,Retired,5L-10L,503
C01660,Customer 1660,18-25,Male,Retired,>20L,892
C01661,Customer 1661,50+,Female,Salaried,5L-10L,764
C01662,Customer 1662,50+,Female,Salaried,<5L,302
C01663,Customer 1663,18-25,Female,Salaried,<5L,506
C01664,Customer 1664,50+,Male,Professional,5L-10L,577
C01665,Customer 1665,18-25,Male,Retired,<5L,533
C01666,Customer 1666,18-25,Male,Business,>20L,514
C01667,Customer 1667,50+,Male,Retired,5L-10L,387
C01668,Customer 1668,50+,Female,Professional,10L-20L,873
C01669,Customer 1669,36-50,Male,Retired,10L-20L,328
C01670,Customer 1670,36-50,Male,Retired,<5L,454
C01671,Customer 1671,26-35,Male,Salaried,>20L,729
C01672,Customer 1672,36-50,Male,Retired,5L-10L,352
C01673,Customer 1673,18-25,Male,Business,<5L,416
C01674,Customer 1674,36-50,Female,Retired,>20L,396
C01675,Customer 1675,36-50,Male,Business,>20L,381
C01676,Customer 1676,18-25,Female,Business,10L-20L,346
C01677,Customer 1677,26-35,Male,Professional,5L-10L,684
C01678,Customer 1678,18-25,Male,Retired,10L-20L,329
C01679,Customer 1679,18-25,Female,Salaried,5L-10L,312
C01680,Customer 1680,50+,Male,Salaried,<5L,548
C01681,Customer 1681,26-35,Male,Retired,<5L,652
C01682,Customer 1682,18-25,Male,Salaried,5L-10L,310
C01683,Customer 1683,36-50,Female,Retired,10L-20L,454
C01684,Customer 1684,26-35,Female,Salaried,<5L,379
C01685,Customer 1685,50+,Male,Professional,>20L,769
C01686,Customer 1686,36-50,Male,Retired,5L-10L,429
C01687,Customer 1687,26-35,Male,Salaried,5L-10L,395
C01688,Customer 1688,18-25,Male,Salaried,5L-10L,809
C01689,Customer 1689,36-50,Female,Business,10L-20L,543
C01690,Customer 1690,36-50,Male,Business,>20L,483
C01691,Customer 1691,18-25,Female,Salaried,5L-10L,669
C01692,Customer 1692,18-25,Female,Salaried,5L-10L,524
C01693,Customer 1693,36-50,Male,Salaried,<5L,710
C01694,Customer 1694,26-35,Female,Retired,5L-10L,665
C01695,Customer 1695,50+,Male,Retired,>20L,495
C01696,Customer 1696,50+,Female,Professional,5L-10L,537
C01697,Customer 1697,26-35,Female,Retired,5L-10L,484
C01698,Customer 1698,50+,Female,Professional,5L-10L,804
C01699,Customer 1699,18-25,Male,Retired,10L-20L,354
C01700,Customer 1700,36-50,Female,Retired,<5L,809
C01701,Customer 1701,50+,Male,Retired,10L-20L,527
C01702,Customer 1702,26-35,Female,Salaried,>20L,492
C01703,Customer 1703,26-35,Male,Retired,>20L,561
C01704,Customer 1704,18-25,Male,Salaried,<5L,450
C01705,Customer 1705,18-25,Male,Retired,<5L,768
C01706,Customer 1706,18-25,Male,Professional,10L-20L,388
C01707,Customer 1707,50+,Male,Salaried,5L-10L,342
C01708,Customer 1708,36-50,Female,Salaried,>20L,476
C01709,Customer 1709,36-50,Female,Retired,>20L,897
C01710,Customer 1710,26-35,Male,Professional,<5L,832
C01711,Customer 1711,36-50,Male,Retired,>20L,550
C01712,Customer 1712,26-35,Female,Professional,5L-10L,513
C01713,Customer 1713,36-50,Female,Business,5L-10L,353
C01714,Customer 1714,50+,Male,Salaried,10L-20L,830
C01715,Customer 1715,50+,Male,Salaried,<5L,479
C01716,Customer 1716,36-50,Female,Business,>20L,811
C01717,Customer 1717,36-50,Male,Salaried,10L-20L,833
C01718,Customer 1718,36-50,Male,Professional,10L-20L,798
C01719,Customer 1719,50+,Male,Salaried,10L-20L,515
C01720,Customer 1720,36-50,Male,Professional,5L-10L,887
C01721,Customer 1721,36-50,Female,Salaried,>20L,740
C01722,Customer 1722,18-25,Male,Retired,>20L,655
C01723,Customer 1723,36-50,Male,Retired,<5L,450
C01724,Customer 1724,50+,Female,Professional,10L-20L,867
C01725,Customer 1725,50+,Female,Salaried,<5L,851
C01726,Customer 1726,18-25,Female,Professional,>20L,732
C01727,Customer 1727,26-35,Male,Business,<5L,821
C01728,Customer 1728,18-25,Female,Retired,10L-20L,817
C01729,Customer 1729,36-50,Male,Salaried,<5L,575
C01730,Customer 1730,18-25,Female,Business,<5L,479
C01731,Customer 1731,26-35,Female,Professional,>20L,343
C01732,Customer 1732,50+,Male,Retired,10L-20L,718
C01733,Customer 1733,26-35,Female,Professional,>20L,853
C01734,Customer 1734,36-50,Female,Retired,10L-20L,885
C01735,Customer 1735,18-25,Male,Professional,<5L,839
C01736,Customer 1736,26-35,Female,Business,10L-20L,366
C01737,Customer 1737,26-35,Male,Salaried,<5L,859
C01738,Customer 1738,26-35,Male,Business,<5L,324
C01739,Customer 1739,36-50,Female,Salaried,<5L,390
C01740,Customer 1740,36-50,Male,Salaried,<5L,888
C01741,Customer 1741,26-35,Male,Salaried,5L-10L,477
C01742,Customer 1742,50+,Female,Professional,10L-20L,872
C01743,Customer 1743,50+,Male,Professional,>20L,895
C01744,Customer 1744,18-25,Male,Professional,10L-20L,474
C01745,Customer 1745,18-25,Female,Salaried,>20L,712
C01746,Customer 1746,18-25,Female,Business,10L-20L,719
C01747,Customer 1747,18-25,Male,Salaried,5L-10L,365
C01748,Customer 1748,18-25,Male,Salaried,<5L,713
C01749,Customer 1749,26-35,Male,Retired,10L-20L,816
C01750,Customer 1750,18-25,Female,Business,>20L,689
C01751,Customer 1751,36-50,Female,Retired,>20L,844
C01752,Customer 1752,18-25,Female,Professional,>20L,452
C01753,Customer 1753,26-35,Female,Business,10L-20L,552
C01754,Customer 1754,36-50,Male,Business,>20L,431
C01755,Customer 1755,26-35,Male,Business,10L-20L,621
C01756,Customer 1756,36-50,Male,Business,>20L,385
C01757,Customer 1757,50+,Male,Retired,<5L,500
C01758,Customer 1758,18-25,Female,Retired,>20L,548
C01759,Customer 1759,36-50,Female,Business,10L-20L,700
C01760,Customer 1760,26-35,Female,Professional,10L-20L,455
C01761,Customer 1761,50+,Male,Professional,5L-10L,529
C01762,Customer 1762,50+,Female,Professional,>20L,302
C01763,Customer 1763,18-25,Female,Professional,5L-10L,854
C01764,Customer 1764,26-35,Male,Professional,5L-10L,608
C01765,Customer 1765,18-25,Male,Professional,<5L,637
C01766,Customer 1766,50+,Female,Retired,>20L,365
C01767,Customer 1767,50+,Male,Retired,<5L,346
C01768,Customer 1768,50+,Male,Business,10L-20L,882
C01769,Customer 1769,36-50,Female,Business,<5L,571
C01770,Customer 1770,36-50,Female,Business,10L-20L,887
C01771,Customer 1771,18-25,Male,Salaried,5L-10L,579
C01772,Customer 1772,26-35,Female,Retired,5L-10L,885
C01773,Customer 1773,36-50,Male,Salaried,<5L,489
C01774,Customer 1774,26-35,Male,Professional,10L-20L,309
C01775,Customer 1775,26-35,Male,Professional,>20L,609
C01776,Customer 1776,26-35,Female,Salaried,<5L,300
C01777,Customer 1777,36-50,Male,Professional,>20L,830
C01778,Customer 1778,36-50,Male,Salaried,10L-20L,529
C01779,Customer 1779,26-35,Female,Retired,5L-10L,681
C01780,Customer 1780,50+,Male,Salaried,5L-10L,808
C01781,Customer 1781,26-35,Female,Business,5L-10L,850
C01782,Customer 1782,36-50,Male,Business,<5L,883
C01783,Customer 1783,18-25,Female,Professional,10L-20L,708
C01784,Customer 1784,18-25,Male,Professional,5L-10L,843
C01785,Customer 1785,26-35,Male,Business,>20L,736
C01786,Customer 1786,26-35,Female,Salaried,<5L,699
C01787,Customer 1787,18-25,Male,Business,5L-10L,452
C01788,Customer 1788,50+,Male,Professional,<5L,840
C01789,Customer 1789,26-35,Male,Salaried,<5L,869
C01790,Customer 1790,36-50,Male,Retired,10L-20L,748
C01791,Customer 1791,26-35,Male,Retired,<5L,313
C01792,Customer 1792,26-35,Female,Salaried,<5L,371
C01793,Customer 1793,36-50,Female,Business,>20L,314
C01794,Customer 1794,26-35,Female,Salaried,<5L,461
C01795,Customer 1795,18-25,Male,Professional,>20L,842
C01796,Customer 1796,26-35,Female,Professional,>20L,333
C01797,Customer 1797,50+,Female,Professional,<5L,776
C01798,Customer 1798,26-35,Female,Business,<5L,790
C01799,Customer 1799,36-50,Female,Business,<5L,607
C01800,Customer 1800,36-50,Female,Professional,>20L,301
C01801,Customer 1801,50+,Male,Retired,10L-20L,649
C01802,Customer 1802,50+,Male,Professional,>20L,624
C01803,Customer 1803,18-25,Male,Professional,5L-10L,650
C01804,Customer 1804,26-35,Female,Salaried,>20L,659
C01805,Customer 1805,26-35,Female,Salaried,10L-20L,499
C01806,Customer 1806,18-25,Male,Business,10L-20L,664
C01807,Customer 1807,36-50,Male,Salaried,5L-10L,822
C01808,Customer 1808,26-35,Male,Salaried,>20L,706
C01809,Customer 1809,26-35,Male,Business,<5L,408
C01810,Customer 1810,50+,Male,Salaried,10L-20L,717
C01811,Customer 1811,50+,Female,Salaried,>20L,411
C01812,Customer 1812,50+,Female,Retired,5L-10L,446
C01813,Customer 1813,26-35,Male,Professional,<5L,506
C01814,Customer 1814,50+,Male,Business,5L-10L,742
C01815,Customer 1815,26-35,Male,Retired,5L-10L,676
C01816,Customer 1816,26-35,Female,Professional,>20L,503
C01817,Customer 1817,26-35,Male,Business,10L-20L,594
C01818,Customer 1818,18-25,Female,Business,5L-10L,301
C01819,Customer 1819,18-25,Female,Business,5L-10L,505
C01820,Customer 1820,26-35,Male,Retired,10L-20L,374
C01821,Customer 1821,36-50,Female,Professional,5L-10L,320
C01822,Customer 1822,50+,Male,Salaried,5L-10L,445
C01823,Customer 1823,18-25,Female,Retired,5L-10L,684
C01824,Customer 1824,36-50,Male,Business,10L-20L,785
C01825,Customer 1825,36-50,Female,Retired,<5L,316
C01826,Customer 1826,26-35,Male,Professional,10L-20L,680
C01827,Customer 1827,36-50,Female,Retired,<5L,695
C01828,Customer 1828,36-50,Male,Salaried,5L-10L,330
C01829,Customer 1829,26-35,Female,Salaried,>20L,578
C01830,Customer 1830,50+,Female,Salaried,>20L,775
C01831,Customer 1831,50+,Female,Professional,<5L,820
C01832,Customer 1832,18-25,Male,Professional,10L-20L,341
C01833,Customer 1833,26-35,Male,Business,<5L,481
C01834,Customer 1834,36-50,Male,Professional,5L-10L,844
C01835,Customer 1835,26-35,Male,Business,>20L,684
C01836,Customer 1836,18-25,Male,Professional,>20L,546
C01837,Customer 1837,26-35,Female,Business,>20L,737
C01838,Customer 1838,36-50,Male,Retired,10L-20L,436
C01839,Customer 1839,26-35,Female,Retired,5L-10L,390
C01840,Customer 1840,26-35,Male,Retired,>20L,450
C01841,Customer 1841,36-50,Female,Professional,5L-10L,894
C01842,Customer 1842,36-50,Female,Salaried,5L-10L,302
C01843,Customer 1843,18-25,Male,Retired,>20L,395
C01844,Customer 1844,50+,Male,Professional,10L-20L,869
C01845,Customer 1845,50+,Male,Business,>20L,483
C01846,Customer 1846,26-35,Female,Professional,5L-10L,450
C01847,Customer 1847,18-25,Female,Professional,5L-10L,447
C01848,Customer 1848,18-25,Female,Professional,5L-10L,712
C01849,Customer 1849,26-35,Male,Salaried,<5L,850
C01850,Customer 1850,18-25,Male,Business,<5L,495
C01851,Customer 1851,36-50,Female,Business,<5L,325
C01852,Customer 1852,18-25,Male,Salaried,<5L,677
C01853,Customer 1853,36-50,Female,Business,5L-10L,856
C01854,Customer 1854,50+,Male,Business,>20L,746
C01855,Customer 1855,36-50,Male,Retired,<5L,725
C01856,Customer 1856,50+,Male,Salaried,<5L,492
C01857,Customer 1857,50+,Female,Professional,<5L,423
C01858,Customer 1858,26-35,Male,Professional,>20L,521
C01859,Customer 1859,26-35,Female,Professional,5L-10L,857
C01860,Customer 1860,50+,Male,Retired,5L-10L,757
C01861,Customer 1861,36-50,Male,Business,<5L,359
C01862,Customer 1862,50+,Female,Business,>20L,714
C01863,Customer 1863,50+,Male,Salaried,>20L,371
C01864,Customer 1864,26-35,Female,Salaried,10L-20L,585
C01865,Customer 1865,18-25,Male,Retired,10L-20L,734
C01866,Customer 1866,26-35,Male,Salaried,5L-10L,516
C01867,Customer 1867,50+,Female,Retired,5L-10L,451
C01868,Customer 1868,36-50,Male,Salaried,<5L,340
C01869,Customer 1869,36-50,Male,Professional,10L-20L,480
C01870,Customer 1870,50+,Female,Business,10L-20L,367
C01871,Customer 1871,18-25,Male,Retired,<5L,452
C01872,Customer 1872,18-25,Female,Professional,<5L,394
C01873,Customer 1873,26-35,Male,Professional,10L-20L,433
C01874,Customer 1874,18-25,Female,Retired,>20L,499
C01875,Customer 1875,50+,Male,Professional,<5L,302
C01876,Customer 1876,18-25,Male,Retired,10L-20L,865
C01877,Customer 1877,50+,Female,Salaried,5L-10L,642
C01878,Customer 1878,18-25,Male,Salaried,<5L,688
C01879,Customer 1879,18-25,Female,Business,5L-10L,794
C01880,Customer 1880,26-35,Female,Business,10L-20L,713
C01881,Customer 1881,18-25,Female,Retired,>20L,350
C01882,Customer 1882,36-50,Male,Retired,<5L,619
C01883,Customer 1883,36-50,Female,Professional,10L-20L,625
C01884,Customer 1884,18-25,Male,Business,>20L,514
C01885,Customer 1885,26-35,Female,Retired,<5L,594
C01886,Customer 1886,26-35,Female,Business,10L-20L,834
C01887,Customer 1887,50+,Male,Business,10L-20L,533
C01888,Customer 1888,50+,Female,Professional,>20L,839
C01889,Customer 1889,18-25,Male,Professional,10L-20L,697
C01890,Customer 1890,18-25,Male,Business,<5L,328
C01891,Customer 1891,18-25,Female,Retired,>20L,635
C01892,Customer 1892,26-35,Female,Professional,>20L,381
C01893,Customer 1893,18-25,Male,Professional,5L-10L,703
C01894,Customer 1894,26-35,Female,Professional,10L-20L,613
C01895,Customer 1895,50+,Male,Business,10L-20L,452
C01896,Customer 1896,36-50,Female,Business,5L-10L,561
C01897,Customer 1897,18-25,Female,Professional,10L-20L,499
C01898,Customer 1898,50+,Female,Professional,10L-20L,322
C01899,Customer 1899,50+,Female,Retired,5L-10L,853
C01900,Customer 1900,26-35,Male,Business,<5L,861
C01901,Customer 1901,26-35,Male,Retired,10L-20L,680
C01902,Customer 1902,26-35,Female,Retired,10L-20L,367
C01903,Customer 1903,36-50,Female,Business,10L-20L,752
C01904,Customer 1904,36-50,Female,Retired,10L-20L,770
C01905,Customer 1905,50+,Male,Business,10L-20L,844
C01906,Customer 1906,50+,Female,Professional,5L-10L,391
C01907,Customer 1907,26-35,Female,Business,<5L,399
C01908,Customer 1908,36-50,Male,Retired,>20L,567
C01909,Customer 1909,36-50,Female,Retired,10L-20L,833
C01910,Customer 1910,26-35,Male,Professional,5L-10L,447
C01911,Customer 1911,36-50,Male,Retired,10L-20L,757
C01912,Customer 1912,36-50,Female,Business,<5L,872
C01913,Customer 1913,36-50,Female,Business,5L-10L,308
C01914,Customer 1914,18-25,Male,Retired,>20L,751
C01915,Customer 1915,50+,Female,Retired,<5L,493
C01916,Customer 1916,26-35,Female,Professional,>20L,596
C01917,Customer 1917,36-50,Male,Salaried,>20L,878
C01918,Customer 1918,50+,Male,Retired,5L-10L,315
C01919,Customer 1919,18-25,Female,Retired,10L-20L,592
C01920,Customer 1920,18-25,Female,Retired,<5L,357
C01921,Customer 1921,50+,Male,Business,5L-10L,537
C01922,Customer 1922,50+,Female,Professional,>20L,467
C01923,Customer 1923,26-35,Male,Salaried,5L-10L,362
C01924,Customer 1924,50+,Male,Professional,10L-20L,698
C01925,Customer 1925,18-25,Male,Business,5L-10L,722
C01926,Customer 1926,36-50,Male,Salaried,5L-10L,498
C01927,Customer 1927,50+,Male,Business,>20L,746
C01928,Customer 1928,18-25,Male,Business,5L-10L,406
C01929,Customer 1929,26-35,Female,Salaried,<5L,685
C01930,Customer 1930,36-50,Female,Retired,>20L,376
C01931,Customer 1931,26-35,Female,Professional,10L-20L,708
C01932,Customer 1932,18-25,Male,Retired,5L-10L,812
C01933,Customer 1933,36-50,Male,Business,>20L,759
C01934,Customer 1934,36-50,Male,Salaried,5L-10L,737
C01935,Customer 1935,26-35,Female,Salaried,5L-10L,495
C01936,Customer 1936,26-35,Male,Business,10L-20L,464
C01937,Customer 1937,26-35,Female,Salaried,10L-20L,827
C01938,Customer 1938,18-25,Female,Retired,<5L,314
C01939,Customer 1939,18-25,Male,Retired,10L-20L,483
C01940,Customer 1940,18-25,Female,Business,>20L,494
C01941,Customer 1941,36-50,Female,Retired,<5L,572
C01942,Customer 1942,50+,Male,Professional,5L-10L,819
C01943,Customer 1943,36-50,Male,Professional,<5L,661
C01944,Customer 1944,50+,Female,Salaried,10L-20L,860
C01945,Customer 1945,26-35,Female,Retired,10L-20L,690
C01946,Customer 1946,18-25,Male,Professional,<5L,484
C01947,Customer 1947,18-25,Male,Retired,5L-10L,893
C01948,Customer 1948,36-50,Male,Retired,>20L,395
C01949,Customer 1949,50+,Male,Professional,>20L,614
C01950,Customer 1950,36-50,Male,Salaried,<5L,599
C01951,Customer 1951,36-50,Male,Business,10L-20L,567
C01952,Customer 1952,18-25,Male,Professional,<5L,732
C01953,Customer 1953,18-25,Female,Salaried,>20L,897
C01954,Customer 1954,26-35,Male,Salaried,>20L,319
C01955,Customer 1955,36-50,Female,Professional,5L-10L,820
C01956,Customer 1956,36-50,Male,Business,<5L,725
C01957,Customer 1957,26-35,Male,Business,<5L,500
C01958,Customer 1958,26-35,Male,Business,<5L,525
C01959,Customer 1959,50+,Male,Salaried,10L-20L,613
C01960,Customer 1960,36-50,Male,Professional,5L-10L,313
C01961,Customer 1961,36-50,Female,Retired,>20L,853
C01962,Customer 1962,18-25,Male,Business,<5L,784
C01963,Customer 1963,26-35,Male,Salaried,>20L,888
C01964,Customer 1964,18-25,Male,Professional,10L-20L,681
C01965,Customer 1965,18-25,Female,Professional,<5L,604
C01966,Customer 1966,36-50,Male,Professional,5L-10L,843
C01967,Customer 1967,26-35,Female,Professional,10L-20L,768
C01968,Customer 1968,18-25,Female,Retired,<5L,322
C01969,Customer 1969,50+,Male,Salaried,5L-10L,338
C01970,Customer 1970,36-50,Female,Business,10L-20L,579
C01971,Customer 1971,36-50,Female,Business,5L-10L,406
C01972,Customer 1972,36-50,Male,Retired,<5L,806
C01973,Customer 1973,18-25,Female,Salaried,<5L,499
