TransactionID,CustomerID,BranchID,Date,Amount,TransactionType,Channel
T0026740,C01543,B007,2023-02-03 0:00:00,700162,EMI Payment,Internet Banking
T0026741,C01680,B006,2024-07-15 0:00:00,342142,EMI Payment,Internet Banking
T0026742,C02279,B001,2023-09-07 0:00:00,101670,Deposit,ATM
T0026743,C01905,B008,2025-10-04 0:00:00,1144127,Deposit,Mobile
T0026744,C00643,B002,2024-09-08 0:00:00,82187,EMI Payment,Mobile
T0026745,C02843,B001,2024-11-28 0:00:00,228624,Deposit,Branch
T0026746,C01591,B007,2023-10-26 0:00:00,1467014,Withdrawal,Mobile
T0026747,C02346,B008,2024-10-16 0:00:00,210683,EMI Payment,Mobile
T0026748,C01319,B001,2023-11-23 0:00:00,991222,Withdrawal,Internet Banking
T0026749,C00480,B001,2024-08-13 0:00:00,1478297,Deposit,Branch
T0026750,C00419,B002,2024-02-29 0:00:00,1190769,Withdrawal,Branch
T0026751,C00604,B001,2024-04-17 0:00:00,1399083,Transfer,ATM
T0026752,C00134,B007,2025-09-27 0:00:00,1098652,EMI Payment,Mobile
T0026753,C01959,B001,2024-01-29 0:00:00,247692,Transfer,Internet Banking
T0026754,C00376,B008,2024-09-04 0:00:00,649455,Deposit,Internet Banking
T0026755,C01517,B001,2024-12-13 0:00:00,430932,EMI Payment,ATM
T0026756,C01133,B008,2025-04-27 0:00:00,893550,EMI Payment,ATM
T0026757,C00478,B003,2023-02-07 0:00:00,208837,Transfer,ATM
T0026758,C01826,B008,2025-12-18 0:00:00,1134583,EMI Payment,Internet Banking
T0026759,C00730,B004,2024-08-01 0:00:00,646768,EMI Payment,ATM
T0026760,C01800,B005,2025-05-26 0:00:00,1460140,EMI Payment,Mobile
T0026761,C01697,B004,2023-09-15 0:00:00,413537,Deposit,Branch
T0026762,C02484,B007,2025-04-22 0:00:00,377040,Withdrawal,Mobile
T0026763,C02942,B008,2024-01-07 0:00:00,831302,Deposit,Mobile
T0026764,C00233,B004,2023-07-02 0:00:00,1666548,Transfer,Internet Banking
T0026765,C00865,B003,2025-04-05 0:00:00,1340996,Deposit,Branch
T0026766,C01502,B008,2023-01-06 0:00:00,1198218,Withdrawal,Internet Banking
T0026767,C01435,B002,2025-05-04 0:00:00,1496610,Withdrawal,Mobile
T0026768,C01737,B004,2025-06-24 0:00:00,349209,Transfer,Internet Banking
T0026769,C00974,B003,2024-01-24 0:00:00,1748761,EMI Payment,Internet Banking
T0026770,C02404,B004,2024-06-15 0:00:00,1882254,Deposit,Branch
T0026771,C02788,B004,2025-03-16 0:00:00,1482148,Deposit,Mobile
T0026772,C02919,B003,2025-10-14 0:00:00,247508,Deposit,Mobile
T0026773,C02068,B001,2024-09-27 0:00:00,560018,EMI Payment,Internet Banking
T0026774,C00783,B005,2024-12-21 0:00:00,1045432,EMI Payment,Branch
T0026775,C00049,B007,2023-10-22 0:00:00,1637152,EMI Payment,ATM
T0026776,C01953,B007,2025-03-21 0:00:00,1977020,EMI Payment,ATM
T0026777,C01084,B002,2023-09-20 0:00:00,751871,EMI Payment,ATM
T0026778,C01654,B001,2024-01-26 0:00:00,1686618,EMI Payment,ATM
T0026779,C00750,B007,2024-11-15 0:00:00,572483,Transfer,Branch
T0026780,C00254,B005,2023-12-17 0:00:00,1032090,Transfer,ATM
T0026781,C00779,B002,2025-11-12 0:00:00,812980,EMI Payment,Internet Banking
T0026782,C02097,B006,2025-07-14 0:00:00,1279500,Deposit,Internet Banking
T0026783,C02911,B007,2024-11-28 0:00:00,1969021,EMI Payment,Internet Banking
T0026784,C00619,B008,2025-07-31 0:00:00,1403605,Withdrawal,Mobile
T0026785,C02993,B005,2025-04-15 0:00:00,1044693,Withdrawal,Branch
T0026786,C00086,B001,2023-01-04 0:00:00,1536045,EMI Payment,ATM
T0026787,C02818,B007,2025-11-13 0:00:00,9107,EMI Payment,Branch
T0026788,C02978,B007,2023-11-06 0:00:00,555885,Transfer,ATM
T0026789,C00910,B008,2023-12-03 0:00:00,294360,EMI Payment,Mobile
T0026790,C01084,B005,2025-07-07 0:00:00,1954983,Withdrawal,ATM
T0026791,C02391,B003,2023-03-24 0:00:00,643126,Transfer,ATM
T0026792,C01282,B008,2023-11-19 0:00:00,1313347,EMI Payment,Branch
T0026793,C01877,B007,2025-01-07 0:00:00,856644,Transfer,ATM
T0026794,C00077,B003,2023-09-05 0:00:00,1126385,Withdrawal,Mobile
T0026795,C02815,B001,2023-01-19 0:00:00,227056,Withdrawal,Internet Banking
T0026796,C01511,B007,2025-02-03 0:00:00,1357307,EMI Payment,Branch
T0026797,C02227,B008,2024-11-22 0:00:00,1031008,Deposit,Mobile
T0026798,C02413,B002,2023-02-27 0:00:00,1718615,EMI Payment,Branch
T0026799,C01503,B005,2025-12-29 0:00:00,1932559,Deposit,Internet Banking
T0026800,C02523,B008,2023-11-11 0:00:00,444330,EMI Payment,Mobile
T0026801,C02376,B002,2023-08-30 0:00:00,1458884,EMI Payment,Branch
T0026802,C01988,B006,2024-09-12 0:00:00,1048113,Transfer,ATM
T0026803,C01701,B002,2025-05-03 0:00:00,933830,EMI Payment,Branch
T0026804,C00680,B006,2023-06-12 0:00:00,365114,Deposit,Internet Banking
T0026805,C02444,B006,2025-04-20 0:00:00,427083,EMI Payment,Internet Banking
T0026806,C02603,B005,2024-10-02 0:00:00,1183472,Deposit,Branch
T0026807,C02457,B003,2025-10-06 0:00:00,1491398,Transfer,ATM
T0026808,C01771,B005,2025-09-22 0:00:00,1256890,Deposit,Mobile
T0026809,C02959,B002,2023-03-17 0:00:00,896937,Deposit,Internet Banking
T0026810,C02321,B007,2024-11-18 0:00:00,1346856,Withdrawal,ATM
T0026811,C00357,B008,2024-01-04 0:00:00,1230112,EMI Payment,Internet Banking
T0026812,C02333,B001,2023-09-09 0:00:00,803220,Deposit,ATM
T0026813,C00908,B008,2024-02-08 0:00:00,214579,Transfer,Branch
T0026814,C02310,B007,2025-10-13 0:00:00,1618182,EMI Payment,Internet Banking
T0026815,C01777,B007,2023-06-13 0:00:00,233747,Deposit,Internet Banking
T0026816,C02500,B004,2024-09-15 0:00:00,862572,EMI Payment,Branch
T0026817,C02623,B007,2025-09-05 0:00:00,1001819,EMI Payment,Branch
T0026818,C02377,B008,2023-11-26 0:00:00,1159367,Withdrawal,Internet Banking
T0026819,C02199,B004,2023-11-25 0:00:00,19288,Withdrawal,Internet Banking
T0026820,C02062,B001,2025-12-05 0:00:00,1169854,Deposit,Branch
T0026821,C01953,B002,2024-05-20 0:00:00,252289,Transfer,Mobile
T0026822,C02802,B001,2024-02-07 0:00:00,1092759,EMI Payment,Internet Banking
T0026823,C01981,B006,2023-10-20 0:00:00,52014,Withdrawal,Internet Banking
T0026824,C01665,B007,2025-12-15 0:00:00,1327138,Withdrawal,ATM
T0026825,C01519,B006,2025-05-14 0:00:00,756006,Deposit,ATM
T0026826,C00665,B006,2023-02-22 0:00:00,236191,Withdrawal,Internet Banking
T0026827,C02458,B001,2024-05-19 0:00:00,108502,Deposit,Mobile
T0026828,C01493,B002,2024-04-11 0:00:00,1405015,EMI Payment,Internet Banking
T0026829,C02903,B006,2023-09-05 0:00:00,1633050,Transfer,Branch
T0026830,C00124,B007,2025-08-19 0:00:00,912027,Deposit,Branch
T0026831,C02240,B005,2023-07-06 0:00:00,944143,Deposit,ATM
T0026832,C01546,B004,2024-02-02 0:00:00,431537,Deposit,Mobile
T0026833,C00622,B005,2024-04-01 0:00:00,789979,Transfer,Branch
T0026834,C02106,B008,2024-10-27 0:00:00,796054,EMI Payment,Branch
T0026835,C00096,B007,2023-01-17 0:00:00,1762278,EMI Payment,Branch
T0026836,C00902,B007,2024-02-25 0:00:00,995398,Deposit,Branch
T0026837,C01840,B004,2024-09-14 0:00:00,1474743,Withdrawal,Branch
T0026838,C01779,B008,2023-04-05 0:00:00,1351023,Withdrawal,Internet Banking
T0026839,C00762,B004,2024-05-19 0:00:00,134995,Deposit,Mobile
T0026840,C00706,B006,2023-01-09 0:00:00,327434,Transfer,Internet Banking
T0026841,C01921,B005,2023-05-19 0:00:00,1115543,Withdrawal,Branch
T0026842,C00061,B003,2025-08-31 0:00:00,1921828,Withdrawal,Internet Banking
T0026843,C02568,B003,2023-05-18 0:00:00,1629155,Deposit,Internet Banking
T0026844,C01337,B003,2025-04-07 0:00:00,518710,Withdrawal,Internet Banking
T0026845,C02877,B002,2024-05-22 0:00:00,1694989,EMI Payment,ATM
T0026846,C00487,B004,2025-04-21 0:00:00,1748390,Transfer,Mobile
T0026847,C02047,B005,2023-05-08 0:00:00,1731112,Withdrawal,Mobile
T0026848,C01968,B003,2023-04-19 0:00:00,55455,Transfer,Branch
T0026849,C01135,B007,2025-08-26 0:00:00,1246170,Deposit,Mobile
T0026850,C00053,B008,2024-10-14 0:00:00,1953509,Transfer,Mobile
T0026851,C00832,B008,2025-09-10 0:00:00,566310,EMI Payment,Mobile
T0026852,C01665,B002,2025-04-29 0:00:00,1063581,Deposit,ATM
T0026853,C02119,B004,2025-11-08 0:00:00,209353,EMI Payment,Internet Banking
T0026854,C02676,B005,2024-06-04 0:00:00,243534,Deposit,Internet Banking
T0026855,C00214,B001,2025-03-11 0:00:00,1449362,Withdrawal,Mobile
T0026856,C00285,B007,2023-01-10 0:00:00,1991048,EMI Payment,Branch
T0026857,C02755,B002,2025-01-05 0:00:00,126851,Transfer,Branch
T0026858,C00288,B008,2024-08-15 0:00:00,1391301,Withdrawal,Branch
T0026859,C02955,B002,2024-11-18 0:00:00,1675480,EMI Payment,Mobile
T0026860,C01645,B002,2025-09-22 0:00:00,1256011,Deposit,Internet Banking
T0026861,C02904,B001,2023-02-19 0:00:00,1090491,Withdrawal,Mobile
T0026862,C00372,B005,2024-02-18 0:00:00,1015168,Deposit,Mobile
T0026863,C02001,B006,2024-10-29 0:00:00,212217,Withdrawal,Branch
T0026864,C00820,B008,2023-01-11 0:00:00,1480313,EMI Payment,ATM
T0026865,C00877,B005,2025-03-22 0:00:00,878591,Withdrawal,Mobile
T0026866,C00283,B002,2025-04-16 0:00:00,206498,EMI Payment,Branch
T0026867,C01098,B008,2024-01-01 0:00:00,25750,Transfer,Internet Banking
T0026868,C02274,B006,2024-01-15 0:00:00,591497,Withdrawal,ATM
T0026869,C01305,B007,2024-08-07 0:00:00,34761,Withdrawal,Internet Banking
T0026870,C00808,B004,2023-05-05 0:00:00,1097663,Transfer,Branch
T0026871,C00506,B005,2024-08-18 0:00:00,1573891,Transfer,ATM
T0026872,C01219,B001,2025-09-24 0:00:00,742751,EMI Payment,Internet Banking
T0026873,C00461,B008,2023-05-06 0:00:00,1111087,Withdrawal,Mobile
T0026874,C00014,B008,2024-04-10 0:00:00,715141,Withdrawal,Mobile
T0026875,C00644,B003,2024-12-13 0:00:00,905338,Transfer,Internet Banking
T0026876,C02628,B006,2025-12-03 0:00:00,1151894,Deposit,ATM
T0026877,C01259,B007,2025-10-07 0:00:00,1171419,EMI Payment,ATM
T0026878,C00390,B005,2024-02-16 0:00:00,720749,Transfer,Branch
T0026879,C02771,B004,2023-04-18 0:00:00,1926607,EMI Payment,Mobile
T0026880,C02108,B001,2024-05-22 0:00:00,908617,Transfer,Mobile
T0026881,C00122,B004,2025-05-10 0:00:00,1373094,EMI Payment,Branch
T0026882,C00768,B004,2024-05-19 0:00:00,1352609,Transfer,ATM
T0026883,C02418,B006,2024-05-27 0:00:00,1261291,Transfer,Internet Banking
T0026884,C01599,B003,2023-12-29 0:00:00,1792562,Withdrawal,Mobile
T0026885,C01030,B004,2025-01-10 0:00:00,1689270,Deposit,Branch
T0026886,C02878,B006,2023-11-28 0:00:00,348220,Deposit,Mobile
T0026887,C01184,B001,2023-12-09 0:00:00,266300,Transfer,Mobile
T0026888,C02470,B005,2023-12-12 0:00:00,322168,Transfer,Mobile
T0026889,C01797,B006,2023-10-03 0:00:00,734646,Transfer,Branch
T0026890,C01822,B008,2025-02-20 0:00:00,378852,Deposit,ATM
T0026891,C02238,B003,2025-07-18 0:00:00,1205539,Transfer,Mobile
T0026892,C01930,B002,2024-05-21 0:00:00,616062,EMI Payment,Branch
T0026893,C02039,B004,2025-12-15 0:00:00,1141745,Transfer,Internet Banking
T0026894,C00303,B008,2025-07-29 0:00:00,703277,EMI Payment,ATM
T0026895,C01153,B008,2024-02-01 0:00:00,1424054,Transfer,Internet Banking
T0026896,C00708,B005,2024-04-03 0:00:00,1550510,EMI Payment,ATM
T0026897,C01884,B003,2023-09-01 0:00:00,1104941,Transfer,Internet Banking
T0026898,C00522,B001,2023-10-10 0:00:00,1686906,Transfer,Internet Banking
T0026899,C01328,B005,2025-03-16 0:00:00,1440520,Deposit,Mobile
T0026900,C00866,B008,2023-07-17 0:00:00,20426,EMI Payment,Branch
T0026901,C02642,B007,2024-01-07 0:00:00,849033,EMI Payment,Internet Banking
T0026902,C02949,B007,2024-07-22 0:00:00,1245415,Transfer,ATM
T0026903,C02333,B004,2024-04-03 0:00:00,143041,Withdrawal,Internet Banking
T0026904,C02358,B008,2025-08-22 0:00:00,1934032,Withdrawal,Branch
T0026905,C00927,B006,2024-01-22 0:00:00,252725,Deposit,Internet Banking
T0026906,C00073,B001,2023-12-30 0:00:00,528977,Deposit,Mobile
T0026907,C01254,B003,2024-06-26 0:00:00,261661,Deposit,Internet Banking
T0026908,C02987,B002,2024-10-23 0:00:00,593516,Deposit,Branch
T0026909,C02305,B005,2024-01-02 0:00:00,1697626,Deposit,Mobile
T0026910,C01595,B005,2025-02-09 0:00:00,252763,Withdrawal,Mobile
T0026911,C01632,B004,2024-05-05 0:00:00,1106701,Withdrawal,Internet Banking
T0026912,C01238,B007,2023-05-01 0:00:00,939524,Withdrawal,Branch
T0026913,C01973,B004,2023-07-13 0:00:00,465669,Transfer,Mobile
T0026914,C01105,B006,2024-01-28 0:00:00,1728144,Transfer,Mobile
T0026915,C01284,B001,2023-07-03 0:00:00,670627,Transfer,ATM
T0026916,C01934,B008,2023-12-19 0:00:00,450591,Transfer,ATM
T0026917,C01782,B006,2023-11-23 0:00:00,1220937,Deposit,Branch
T0026918,C00516,B005,2024-12-29 0:00:00,1274993,EMI Payment,ATM
T0026919,C02263,B002,2024-09-23 0:00:00,407534,Withdrawal,Internet Banking
T0026920,C01580,B005,2023-06-18 0:00:00,1188787,EMI Payment,Internet Banking
T0026921,C00692,B004,2023-05-02 0:00:00,1877405,Withdrawal,ATM
T0026922,C00199,B004,2023-11-21 0:00:00,515961,EMI Payment,Mobile
T0026923,C01784,B004,2023-11-08 0:00:00,1023665,Transfer,Internet Banking
T0026924,C02172,B006,2025-01-08 0:00:00,278838,Transfer,Branch
T0026925,C00486,B001,2024-12-28 0:00:00,1298417,Transfer,Branch
T0026926,C00653,B002,2023-04-16 0:00:00,620966,EMI Payment,Internet Banking
T0026927,C00174,B006,2024-02-09 0:00:00,728369,Withdrawal,ATM
T0026928,C02917,B003,2025-12-27 0:00:00,468610,Withdrawal,ATM
T0026929,C01593,B001,2025-05-18 0:00:00,1682579,Withdrawal,Branch
T0026930,C02153,B004,2023-05-27 0:00:00,1758903,EMI Payment,Branch
T0026931,C00753,B003,2025-09-17 0:00:00,77160,EMI Payment,ATM
T0026932,C00237,B007,2025-11-27 0:00:00,807186,EMI Payment,Mobile
T0026933,C00452,B001,2023-02-02 0:00:00,1454012,EMI Payment,Branch
T0026934,C00054,B003,2025-07-07 0:00:00,1749506,Transfer,Internet Banking
T0026935,C00648,B006,2023-07-11 0:00:00,1217282,Deposit,Branch
T0026936,C02118,B003,2024-04-25 0:00:00,74601,Transfer,Mobile
T0026937,C02280,B003,2025-08-09 0:00:00,1212467,Withdrawal,Branch
T0026938,C01848,B006,2023-07-06 0:00:00,1111410,EMI Payment,Mobile
T0026939,C02337,B002,2025-02-08 0:00:00,1885340,Transfer,ATM
T0026940,C00743,B003,2024-01-20 0:00:00,993244,Deposit,Branch
T0026941,C02859,B008,2023-12-27 0:00:00,1882980,Deposit,Internet Banking
T0026942,C00854,B002,2023-12-17 0:00:00,342954,Withdrawal,Internet Banking
T0026943,C01630,B005,2025-11-26 0:00:00,1694768,Transfer,Mobile
T0026944,C02976,B004,2023-10-01 0:00:00,1310919,Transfer,Internet Banking
T0026945,C00095,B006,2025-09-19 0:00:00,1188615,EMI Payment,Internet Banking
T0026946,C01957,B005,2024-06-21 0:00:00,1805667,Transfer,Internet Banking
T0026947,C01069,B006,2024-03-08 0:00:00,1980409,EMI Payment,Branch
T0026948,C00599,B004,2024-06-25 0:00:00,1135217,EMI Payment,Mobile
T0026949,C00682,B005,2023-06-08 0:00:00,721687,Withdrawal,Internet Banking
T0026950,C01005,B001,2024-01-03 0:00:00,532517,EMI Payment,Internet Banking
T0026951,C01767,B006,2023-08-17 0:00:00,1733897,Transfer,Branch
T0026952,C01750,B001,2023-08-02 0:00:00,202836,Transfer,ATM
T0026953,C00883,B007,2025-12-17 0:00:00,1232834,EMI Payment,Internet Banking
T0026954,C02523,B003,2025-05-16 0:00:00,1088951,Deposit,Mobile
T0026955,C02576,B008,2023-05-03 0:00:00,1446170,Transfer,Mobile
T0026956,C01884,B007,2023-12-11 0:00:00,1514777,Withdrawal,Branch
T0026957,C00194,B004,2024-11-30 0:00:00,1369636,Deposit,ATM
T0026958,C01349,B003,2025-10-14 0:00:00,1370819,Deposit,Internet Banking
T0026959,C01254,B007,2025-10-17 0:00:00,139006,Transfer,ATM
T0026960,C02051,B001,2024-09-01 0:00:00,1823150,Withdrawal,Branch
T0026961,C02378,B007,2024-05-30 0:00:00,772955,Transfer,ATM
T0026962,C02690,B008,2023-06-18 0:00:00,1462436,EMI Payment,ATM
T0026963,C02965,B007,2024-06-02 0:00:00,157876,Deposit,Branch
T0026964,C00646,B001,2023-10-05 0:00:00,1602886,Transfer,ATM
T0026965,C02802,B007,2025-02-13 0:00:00,1509436,EMI Payment,ATM
T0026966,C02295,B005,2024-07-07 0:00:00,317358,Deposit,ATM
T0026967,C01680,B004,2025-09-19 0:00:00,1004678,Deposit,Mobile
T0026968,C00099,B001,2024-03-08 0:00:00,1999773,Transfer,Mobile
T0026969,C02972,B008,2024-02-03 0:00:00,1504068,EMI Payment,Internet Banking
T0026970,C00912,B002,2025-08-02 0:00:00,898305,Deposit,Internet Banking
T0026971,C01359,B007,2023-09-22 0:00:00,1711419,Withdrawal,Mobile
T0026972,C00604,B003,2024-10-08 0:00:00,136688,EMI Payment,Internet Banking
T0026973,C02256,B004,2025-07-31 0:00:00,935172,Transfer,ATM
T0026974,C02433,B008,2025-12-19 0:00:00,683920,EMI Payment,Branch
T0026975,C02749,B004,2024-02-01 0:00:00,166980,Transfer,Internet Banking
T0026976,C00758,B001,2023-08-11 0:00:00,58776,Deposit,Mobile
T0026977,C01910,B007,2025-01-26 0:00:00,668294,Deposit,Internet Banking
T0026978,C02662,B005,2024-05-21 0:00:00,209321,EMI Payment,Internet Banking
T0026979,C00224,B004,2023-12-29 0:00:00,1674839,Deposit,Branch
T0026980,C01149,B003,2025-06-26 0:00:00,296384,EMI Payment,Branch
T0026981,C01479,B007,2025-01-04 0:00:00,779043,EMI Payment,Internet Banking
T0026982,C01498,B004,2023-07-19 0:00:00,372218,Withdrawal,Mobile
T0026983,C02602,B004,2024-12-17 0:00:00,1286311,Deposit,Internet Banking
T0026984,C01065,B007,2024-11-24 0:00:00,934247,Deposit,Branch
T0026985,C00078,B001,2025-12-25 0:00:00,116074,Deposit,Branch
T0026986,C01889,B008,2025-12-22 0:00:00,520339,EMI Payment,Internet Banking
T0026987,C02884,B005,2024-11-03 0:00:00,598982,EMI Payment,Mobile
T0026988,C01375,B004,2024-08-20 0:00:00,678276,Deposit,Branch
T0026989,C02958,B002,2025-07-28 0:00:00,109867,Deposit,Internet Banking
T0026990,C01796,B008,2023-10-16 0:00:00,917228,Deposit,ATM
T0026991,C00335,B007,2025-11-01 0:00:00,1470281,Transfer,Mobile
T0026992,C02812,B007,2025-07-22 0:00:00,1356869,EMI Payment,Mobile
T0026993,C02511,B001,2024-09-23 0:00:00,42903,Transfer,Branch
T0026994,C02006,B005,2025-04-17 0:00:00,1338688,EMI Payment,Branch
T0026995,C00856,B001,2025-04-23 0:00:00,704042,EMI Payment,Branch
T0026996,C00152,B003,2025-11-23 0:00:00,446304,Withdrawal,Mobile
T0026997,C00951,B006,2023-05-01 0:00:00,191560,Deposit,ATM
T0026998,C01793,B005,2025-09-05 0:00:00,1225908,Deposit,Branch
T0026999,C00170,B007,2023-11-18 0:00:00,1151268,EMI Payment,Branch
T0027000,C02034,B008,2024-09-10 0:00:00,469031,EMI Payment,Internet Banking
T0027001,C00325,B001,2023-11-13 0:00:00,334740,Deposit,Branch
T0027002,C02865,B005,2024-05-11 0:00:00,330699,Withdrawal,Mobile
T0027003,C00597,B006,2025-06-06 0:00:00,797402,EMI Payment,ATM
T0027004,C00344,B005,2025-09-25 0:00:00,1941544,Transfer,Branch
T0027005,C02894,B002,2024-10-18 0:00:00,1348709,Transfer,Internet Banking
T0027006,C00521,B007,2024-07-05 0:00:00,1056501,EMI Payment,Mobile
T0027007,C02522,B005,2024-08-12 0:00:00,524740,Transfer,Mobile
T0027008,C00847,B008,2024-06-06 0:00:00,1262145,Deposit,Branch
T0027009,C00617,B001,2024-05-09 0:00:00,1809102,Deposit,Internet Banking
T0027010,C00320,B007,2025-12-20 0:00:00,921900,Withdrawal,Internet Banking
T0027011,C00810,B002,2025-02-19 0:00:00,796040,Withdrawal,Mobile
T0027012,C02396,B006,2025-01-12 0:00:00,400686,Withdrawal,Internet Banking
T0027013,C01108,B003,2025-04-17 0:00:00,98484,Transfer,ATM
T0027014,C01964,B003,2024-04-19 0:00:00,223738,Withdrawal,Internet Banking
T0027015,C00955,B006,2025-12-06 0:00:00,1318591,Deposit,ATM
T0027016,C01894,B006,2023-06-13 0:00:00,108240,Deposit,ATM
T0027017,C01459,B008,2024-02-03 0:00:00,356502,Deposit,ATM
T0027018,C02928,B005,2023-02-10 0:00:00,907923,EMI Payment,Branch
T0027019,C00118,B004,2025-01-27 0:00:00,1151763,Transfer,Branch
T0027020,C02559,B007,2023-10-31 0:00:00,324883,Deposit,ATM
T0027021,C00571,B003,2023-06-09 0:00:00,1103675,Transfer,Branch
T0027022,C02332,B007,2025-12-25 0:00:00,105353,Transfer,Internet Banking
T0027023,C01695,B002,2023-05-16 0:00:00,1263783,Deposit,Internet Banking
T0027024,C00144,B007,2023-11-01 0:00:00,622394,Withdrawal,Internet Banking
T0027025,C02323,B006,2023-05-20 0:00:00,782966,Deposit,Mobile
T0027026,C02041,B007,2025-05-12 0:00:00,757809,Deposit,Internet Banking
T0027027,C00619,B006,2025-09-29 0:00:00,403989,Transfer,Branch
T0027028,C02211,B008,2023-11-19 0:00:00,106807,Withdrawal,Branch
T0027029,C02019,B003,2024-12-11 0:00:00,1129681,Withdrawal,Branch
T0027030,C00035,B006,2025-12-27 0:00:00,1493476,Deposit,Branch
T0027031,C02724,B001,2023-06-13 0:00:00,1429712,Deposit,Internet Banking
T0027032,C02068,B007,2025-04-03 0:00:00,1351882,Transfer,Mobile
T0027033,C02133,B005,2024-11-12 0:00:00,268929,EMI Payment,ATM
T0027034,C02431,B001,2023-11-30 0:00:00,1258702,Transfer,Branch
T0027035,C01353,B005,2023-02-20 0:00:00,595718,Withdrawal,Internet Banking
T0027036,C02306,B002,2024-05-26 0:00:00,338495,Withdrawal,Branch
T0027037,C01041,B005,2025-09-23 0:00:00,1508704,EMI Payment,Branch
T0027038,C02776,B002,2024-07-11 0:00:00,442469,EMI Payment,Internet Banking
T0027039,C00184,B003,2025-04-07 0:00:00,305570,Transfer,Branch
T0027040,C01297,B003,2023-02-14 0:00:00,1575403,Transfer,ATM
T0027041,C01063,B005,2024-12-12 0:00:00,174745,Withdrawal,Branch
T0027042,C02017,B003,2023-02-14 0:00:00,263130,Deposit,ATM
T0027043,C01315,B006,2024-06-28 0:00:00,1383937,Deposit,ATM
T0027044,C02927,B001,2025-09-10 0:00:00,590027,EMI Payment,Branch
T0027045,C00209,B003,2025-12-30 0:00:00,1790775,Deposit,Mobile
T0027046,C02633,B008,2024-10-16 0:00:00,490640,Deposit,Internet Banking
T0027047,C01807,B001,2025-07-18 0:00:00,17637,EMI Payment,Mobile
T0027048,C00569,B001,2023-06-02 0:00:00,1025284,Deposit,Branch
T0027049,C02488,B005,2024-12-07 0:00:00,1371656,Deposit,Mobile
T0027050,C02749,B006,2024-10-25 0:00:00,1836422,Withdrawal,Mobile
T0027051,C01464,B007,2025-03-10 0:00:00,566711,Transfer,ATM
T0027052,C01684,B001,2024-07-27 0:00:00,1951994,EMI Payment,Branch
T0027053,C01625,B004,2023-04-08 0:00:00,1372964,Withdrawal,ATM
T0027054,C02994,B008,2024-03-31 0:00:00,1545699,Deposit,Branch
T0027055,C00946,B006,2023-05-12 0:00:00,1421349,Deposit,Mobile
T0027056,C02847,B004,2025-06-12 0:00:00,372913,Withdrawal,Mobile
T0027057,C00719,B002,2025-11-03 0:00:00,328232,EMI Payment,Mobile
T0027058,C00726,B001,2025-12-13 0:00:00,1975365,Transfer,ATM
T0027059,C01813,B006,2024-05-06 0:00:00,964447,Transfer,Branch
T0027060,C02805,B001,2024-07-18 0:00:00,1399962,Transfer,Branch
T0027061,C01821,B008,2023-12-31 0:00:00,423954,Transfer,ATM
T0027062,C01859,B003,2023-10-11 0:00:00,1191356,Deposit,Internet Banking
T0027063,C01526,B007,2024-05-22 0:00:00,446945,Transfer,ATM
T0027064,C00421,B006,2024-11-11 0:00:00,11469,Transfer,Branch
T0027065,C01375,B008,2025-08-17 0:00:00,1291042,EMI Payment,Internet Banking
T0027066,C01528,B005,2023-10-19 0:00:00,671157,EMI Payment,ATM
T0027067,C00439,B008,2024-09-22 0:00:00,1021731,Deposit,Branch
T0027068,C02234,B004,2025-02-11 0:00:00,1277946,Deposit,Internet Banking
T0027069,C01021,B007,2023-01-02 0:00:00,508460,Deposit,Mobile
T0027070,C00190,B002,2025-02-19 0:00:00,169050,EMI Payment,Mobile
T0027071,C01074,B005,2023-05-18 0:00:00,490332,Transfer,Internet Banking
T0027072,C02422,B004,2023-06-30 0:00:00,69843,Transfer,Mobile
T0027073,C01806,B007,2025-09-13 0:00:00,1379549,Deposit,Branch
T0027074,C01511,B004,2024-04-23 0:00:00,1135900,EMI Payment,Internet Banking
T0027075,C00991,B001,2025-01-31 0:00:00,1354428,Deposit,Mobile
T0027076,C00349,B003,2024-08-29 0:00:00,726460,Withdrawal,Internet Banking
T0027077,C00803,B005,2025-02-25 0:00:00,1039431,Deposit,ATM
T0027078,C01990,B003,2025-09-20 0:00:00,17405,EMI Payment,Branch
T0027079,C00131,B002,2023-04-16 0:00:00,257744,Withdrawal,Internet Banking
T0027080,C02905,B003,2024-05-04 0:00:00,932489,EMI Payment,ATM
T0027081,C00470,B005,2024-11-20 0:00:00,1633931,Transfer,ATM
T0027082,C02544,B008,2025-12-05 0:00:00,1065244,Deposit,Mobile
T0027083,C01840,B008,2024-07-24 0:00:00,1867123,Transfer,Branch
T0027084,C01343,B002,2025-03-10 0:00:00,93122,EMI Payment,ATM
T0027085,C01826,B006,2023-12-01 0:00:00,314175,Withdrawal,Branch
T0027086,C01062,B001,2024-06-20 0:00:00,1561258,Withdrawal,Internet Banking
T0027087,C01961,B004,2023-07-05 0:00:00,900116,Withdrawal,Mobile
T0027088,C00222,B006,2023-09-18 0:00:00,792186,Withdrawal,Branch
T0027089,C00638,B007,2023-01-12 0:00:00,1352579,Withdrawal,Branch
T0027090,C01476,B003,2023-01-11 0:00:00,1971260,EMI Payment,ATM
T0027091,C00995,B007,2025-06-21 0:00:00,718280,Withdrawal,Mobile
T0027092,C01087,B008,2025-06-22 0:00:00,1864441,Transfer,Internet Banking
